level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
11,confidence,n,freedom from doubt; belief in yourself and your abilities,"assurance, self-assurance, confidence, self-confidence, authority, sureness","nerve, hope, con job, con man, self assurance, confidence",Think of 'confidence' as 'con' to help remember it means freedom from doubt; belief in yourself and your abilities.,The word 'confidence' is a thing: it means freedom from doubt; belief in yourself and your abilities.,"Yesterday, I had to ___ when I freedom from doubt; belief in yourself and your abilities. Choices: [confidence, play, jump].",
11,confuse,v,mistake one thing for another,"confuse, confound","bewilder, mix up, disturb, amaze, perplex, fool",Think of 'confuse' as 'con' to help remember it means mistake one thing for another.,We can 'confuse' when we mistake one thing for another.,"Yesterday, I had to ___ when I mistake one thing for another. Choices: [confuse, play, jump].",
11,confuse,v,be confusing or perplexing to; cause to be unable to think clearly,"confuse, throw, fox, befuddle, fuddle, bedevil, confound, discombobulate","bewilder, mix up, disturb, amaze, perplex, fool",Think of 'confuse' as 'con' to help remember it means be confusing or perplexing to; cause to be unable to think clearly.,We can 'confuse' when we be confusing or perplexing to; cause to be unable to think clearly.,"Yesterday, I had to ___ when I be confusing or perplexing to; cause to be unable to think clearly. Choices: [confuse, play, jump].",
11,consent,n,permission to do something,consent,"agreement, agree, legal age, stand, agree, agreement",Think of 'consent' as 'con' to help remember it means permission to do something.,The word 'consent' is a thing: it means permission to do something.,"Yesterday, I had to ___ when I permission to do something. Choices: [consent, play, jump].",
11,consequence,n,a phenomenon that follows and is caused by some previous phenomenon,"consequence, effect, outcome, result, event, issue, upshot","result, importance, status, suitably, repercussion, side product",Think of 'consequence' as 'con' to help remember it means a phenomenon that follows and is caused by some previous phenomenon.,The word 'consequence' is a thing: it means a phenomenon that follows and is caused by some previous phenomenon.,"Yesterday, I had to ___ when I a phenomenon that follows and is caused by some previous phenomenon. Choices: [consequence, play, jump].",
11,conservation,n,an occurrence of improvement by virtue of preventing loss or injury or other change,"conservation, preservation","preservation, supervision, environmental science, economizing, sustenance, protection",Think of 'conservation' as 'con' to help remember it means an occurrence of improvement by virtue of preventing loss or injury or other change.,The word 'conservation' is a thing: it means an occurrence of improvement by virtue of preventing loss or injury or other change.,"Yesterday, I had to ___ when I an occurrence of improvement by virtue of preventing loss or injury or other change. Choices: [conservation, play, jump].",
11,conservative,adj,resistant to change,conservative,"moderate, moderate, commonplace, cautious, unoriginal, protective",Think of 'conservative' as 'con' to help remember it means resistant to change.,My toy is very 'conservative' because it is resistant to change.,"Yesterday, I had to ___ when I resistant to change. Choices: [conservative, play, jump].",
11,considerable,adj,large or relatively large in number or amount or extent or degree,considerable,"abundant, important, huge, large, important, significant",Think of 'considerable' as 'con' to help remember it means large or relatively large in number or amount or extent or degree.,My toy is very 'considerable' because it is large or relatively large in number or amount or extent or degree.,"Yesterday, I had to ___ when I large or relatively large in number or amount or extent or degree. Choices: [considerable, play, jump].",
11,console,v,give moral or emotional strength to,"comfort, soothe, console, solace","comfort, please, calm, console, calm, instrument panel",Think of 'console' as 'con' to help remember it means give moral or emotional strength to.,We can 'console' when we give moral or emotional strength to.,"Yesterday, I had to ___ when I give moral or emotional strength to. Choices: [console, play, jump].",
11,consolidate,v,unite into one,consolidate,"combine, blend, group, concentrate, concentrate, clot",Think of 'consolidate' as 'con' to help remember it means unite into one.,We can 'consolidate' when we unite into one.,"Yesterday, I had to ___ when I unite into one. Choices: [consolidate, play, jump].",
11,consolidation,n,combining into a solid mass,consolidation,"combination, blockage, clotting, alliance, mixture, association",Think of 'consolidation' as 'con' to help remember it means combining into a solid mass.,The word 'consolidation' is a thing: it means combining into a solid mass.,"Yesterday, I had to ___ when I combining into a solid mass. Choices: [consolidation, play, jump].",
11,constraint,n,the state of being physically constrained,"constraint, restraint","force, shyness, confinement, capture, stop, detention",Think of 'constraint' as 'con' to help remember it means the state of being physically constrained.,The word 'constraint' is a thing: it means the state of being physically constrained.,"Yesterday, I had to ___ when I the state of being physically constrained. Choices: [constraint, play, jump].",
11,construct,v,make by combining materials and parts,"construct, build, make","build, plan, put together, build on, make up, comprise",Think of 'construct' as 'con' to help remember it means make by combining materials and parts.,We can 'construct' when we make by combining materials and parts.,"Yesterday, I had to ___ when I make by combining materials and parts. Choices: [construct, play, jump].",
11,consultation,n,a conference (usually with someone important),"consultation, audience, interview","conference, recommendation, meeting, hearing, convention, dialogue",Think of 'consultation' as 'con' to help remember it means a conference (usually with someone important).,The word 'consultation' is a thing: it means a conference (usually with someone important).,"Yesterday, I had to ___ when I a conference (usually with someone important). Choices: [consultation, play, jump].",
11,consumption,n,the process of taking food into the body through the mouth (as by eating),"consumption, ingestion, intake, uptake","use, taking in, shortening, collapse, deterioration, tiredness",Think of 'consumption' as 'con' to help remember it means the process of taking food into the body through the mouth (as by eating).,The word 'consumption' is a thing: it means the process of taking food into the body through the mouth (as by eating).,"Yesterday, I had to ___ when I the process of taking food into the body through the mouth (as by eating). Choices: [consumption, play, jump].",
